Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,clean_content,searched_unique_singleword,unsearched_unique_singleword,searched_pairword,searched_unique_singleword_synonym,searched_words,ranking_score,final_category
203000000,27921,80,0,200000000.0,27809,80.0,"Meat of swine, fresh, chilled or frozen",0,meat swine fresh chilled frozen,meat frozen,swine fresh chilled,,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,12,"meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed Pork, Fresh, Chilled, Frozen"
203110000,27922,10,0,203000000.0,27921,80.0,Fresh or chilled,1,fresh chilled,,fresh chilled,,,,11,"fresh chilled Pork, Fresh, Chilled, Frozen"
203110000,27923,80,0,203110000.0,27922,10.0,Carcases and half-carcases,2,carcase halfcarcase,,carcase halfcarcase,,,,10,"carcase halfcarcase Pork, Fresh, Chilled, Frozen"
203111000,27924,80,1,203110000.0,27923,80.0,Of domestic swine,3,domestic swine,domestic,swine,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pork, Fresh, Chilled, Frozen"
203119000,27925,80,1,203110000.0,27923,80.0,Other,3,,,,,,,9,"other Pork, Fresh, Chilled, Frozen"
203120000,27926,80,0,203110000.0,27922,10.0,"Hams, shoulders and cuts thereof, with bone in",2,ham shoulder cut thereof bone,ham bone,shoulder cut thereof,,ham jambon gammon Ham ham_actor overact ham_it_up overplay bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,ham jambon gammon Ham ham_actor overact ham_it_up overplay bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,10,"ham jambon gammon Ham ham_actor overact ham_it_up overplay bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone Pork, Fresh, Chilled, Frozen"
203121100,27927,10,0,203120000.0,27926,80.0,Of domestic swine,3,domestic swine,domestic,swine,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pork, Fresh, Chilled, Frozen"
203121100,27928,80,1,203121100.0,27927,10.0,Hams and cuts thereof,4,ham cut thereof,ham,cut thereof,,ham jambon gammon Ham ham_actor overact ham_it_up overplay,ham jambon gammon Ham ham_actor overact ham_it_up overplay,8,"ham jambon gammon Ham ham_actor overact ham_it_up overplay Pork, Fresh, Chilled, Frozen"
203121900,27929,80,1,203121100.0,27927,10.0,Shoulders and cuts thereof,4,shoulder cut thereof,,shoulder cut thereof,,,,8,"shoulder cut thereof Pork, Fresh, Chilled, Frozen"
203129000,27930,80,1,203120000.0,27926,80.0,Other,3,,,,,,,9,"other Pork, Fresh, Chilled, Frozen"
203190000,27931,80,0,203110000.0,27922,10.0,Other,2,,,,,,,10,"other Pork, Fresh, Chilled, Frozen"
203191100,27932,10,0,203190000.0,27931,80.0,Of domestic swine,3,domestic swine,domestic,swine,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pork, Fresh, Chilled, Frozen"
203191100,27933,80,1,203191100.0,27932,10.0,Fore-ends and cuts thereof,4,foreend cut thereof,,foreend cut thereof,,,,8,"foreend cut thereof Pork, Fresh, Chilled, Frozen"
203191300,27934,80,1,203191100.0,27932,10.0,"Loins and cuts thereof, with bone in",4,loin cut thereof bone,bone,loin cut thereof,,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,8,"bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone Pork, Fresh, Chilled, Frozen"
203191500,27935,80,1,203191100.0,27932,10.0,Bellies (streaky) and cuts thereof,4,belly streaky cut thereof,,belly streaky cut thereof,,,,8,"belly streaky cut thereof Pork, Fresh, Chilled, Frozen"
203195500,27938,10,0,203191100.0,27932,10.0,Other,4,,,,,,,8,"other Pork, Fresh, Chilled, Frozen"
203195500,27939,80,0,203195500.0,27938,10.0,Boneless,5,boneles,,bonele,,,,7,"bonele Pork, Fresh, Chilled, Frozen"
203195510,27940,80,1,203195500.0,27939,80.0,"Tenderloin, presented separately",6,tenderloin presented separately,,tenderloin presented separately,,,,6,"tenderloin presented separately Pork, Fresh, Chilled, Frozen"
203195515,85024,10,0,203195500.0,27939,80.0,"Loins and cuts thereof, excluding tenderloin presented separately",6,loin cut thereof excluding tenderloin presented separately,,loin cut thereof excluding tenderloin presented separately,,,,6,"loin cut thereof excluding tenderloin presented separately Pork, Fresh, Chilled, Frozen"
203195515,85025,80,1,203195515.0,85024,10.0,Loins,7,loin,,loin,,,,5,"loin Pork, Fresh, Chilled, Frozen"
203195525,85026,80,1,203195515.0,85024,10.0,Cuts,7,cut,,cut,,,,5,"cut Pork, Fresh, Chilled, Frozen"
203195530,59043,80,1,203195500.0,27939,80.0,Hams,6,ham,ham,,,ham jambon gammon Ham ham_actor overact ham_it_up overplay,ham jambon gammon Ham ham_actor overact ham_it_up overplay,6,"ham jambon gammon Ham ham_actor overact ham_it_up overplay Pork, Fresh, Chilled, Frozen"
203195590,27941,80,1,203195500.0,27939,80.0,Other,6,,,,,,,6,"other Pork, Fresh, Chilled, Frozen"
203195900,27942,80,1,203195500.0,27938,10.0,Other,5,,,,,,,7,"other Pork, Fresh, Chilled, Frozen"
203199000,27943,80,1,203190000.0,27931,80.0,Other,3,,,,,,,9,"other Pork, Fresh, Chilled, Frozen"
203210000,27944,10,0,203000000.0,27921,80.0,Frozen,1,frozen,frozen,,,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,11,"freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed Pork, Fresh, Chilled, Frozen"
203210000,27945,80,0,203210000.0,27944,10.0,Carcases and half-carcases,2,carcase halfcarcase,,carcase halfcarcase,,,,10,"carcase halfcarcase Pork, Fresh, Chilled, Frozen"
203211000,27946,80,1,203210000.0,27945,80.0,Of domestic swine,3,domestic swine,domestic,swine,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pork, Fresh, Chilled, Frozen"
203219000,27947,80,1,203210000.0,27945,80.0,Other,3,,,,,,,9,"other Pork, Fresh, Chilled, Frozen"
203220000,27948,80,0,203210000.0,27944,10.0,"Hams, shoulders and cuts thereof, with bone in",2,ham shoulder cut thereof bone,ham bone,shoulder cut thereof,,ham jambon gammon Ham ham_actor overact ham_it_up overplay bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,ham jambon gammon Ham ham_actor overact ham_it_up overplay bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,10,"ham jambon gammon Ham ham_actor overact ham_it_up overplay bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone Pork, Fresh, Chilled, Frozen"
203221100,27949,10,0,203220000.0,27948,80.0,Of domestic swine,3,domestic swine,domestic,swine,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pork, Fresh, Chilled, Frozen"
203221100,27950,80,1,203221100.0,27949,10.0,Hams and cuts thereof,4,ham cut thereof,ham,cut thereof,,ham jambon gammon Ham ham_actor overact ham_it_up overplay,ham jambon gammon Ham ham_actor overact ham_it_up overplay,8,"ham jambon gammon Ham ham_actor overact ham_it_up overplay Pork, Fresh, Chilled, Frozen"
203221900,27951,80,1,203221100.0,27949,10.0,Shoulders and cuts thereof,4,shoulder cut thereof,,shoulder cut thereof,,,,8,"shoulder cut thereof Pork, Fresh, Chilled, Frozen"
203229000,27952,80,1,203220000.0,27948,80.0,Other,3,,,,,,,9,"other Pork, Fresh, Chilled, Frozen"
203290000,27953,80,0,203210000.0,27944,10.0,Other,2,,,,,,,10,"other Pork, Fresh, Chilled, Frozen"
203291100,27954,10,0,203290000.0,27953,80.0,Of domestic swine,3,domestic swine,domestic,swine,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pork, Fresh, Chilled, Frozen"
203291100,27955,80,1,203291100.0,27954,10.0,Fore-ends and cuts thereof,4,foreend cut thereof,,foreend cut thereof,,,,8,"foreend cut thereof Pork, Fresh, Chilled, Frozen"
203291300,27956,80,1,203291100.0,27954,10.0,"Loins and cuts thereof, with bone in",4,loin cut thereof bone,bone,loin cut thereof,,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,8,"bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone Pork, Fresh, Chilled, Frozen"
203291500,27957,80,1,203291100.0,27954,10.0,Bellies (streaky) and cuts thereof,4,belly streaky cut thereof,,belly streaky cut thereof,,,,8,"belly streaky cut thereof Pork, Fresh, Chilled, Frozen"
203295500,27960,10,0,203291100.0,27954,10.0,Other,4,,,,,,,8,"other Pork, Fresh, Chilled, Frozen"
203295500,27961,80,0,203295500.0,27960,10.0,Boneless,5,boneles,,bonele,,,,7,"bonele Pork, Fresh, Chilled, Frozen"
203295520,85034,10,0,203295500.0,27961,80.0,"Loins and cuts thereof, excluding tenderloin presented separately",6,loin cut thereof excluding tenderloin presented separately,,loin cut thereof excluding tenderloin presented separately,,,,6,"loin cut thereof excluding tenderloin presented separately Pork, Fresh, Chilled, Frozen"
203295520,85035,80,1,203295520.0,85034,10.0,Loins,7,loin,,loin,,,,5,"loin Pork, Fresh, Chilled, Frozen"
203295530,85036,80,1,203295520.0,85034,10.0,Cuts,7,cut,,cut,,,,5,"cut Pork, Fresh, Chilled, Frozen"
203295591,27964,10,0,203295500.0,27961,80.0,Other,6,,,,,,,6,"other Pork, Fresh, Chilled, Frozen"
203295591,27965,80,1,203295591.0,27964,10.0,"Tenderloin, presented separately",7,tenderloin presented separately,,tenderloin presented separately,,,,5,"tenderloin presented separately Pork, Fresh, Chilled, Frozen"
203295592,59044,80,1,203295591.0,27964,10.0,Hams,7,ham,ham,,,ham jambon gammon Ham ham_actor overact ham_it_up overplay,ham jambon gammon Ham ham_actor overact ham_it_up overplay,5,"ham jambon gammon Ham ham_actor overact ham_it_up overplay Pork, Fresh, Chilled, Frozen"
203295599,27966,80,1,203295591.0,27964,10.0,Other,7,,,,,,,5,"other Pork, Fresh, Chilled, Frozen"
203295900,27967,80,1,203295500.0,27960,10.0,Other,5,,,,,,,7,"other Pork, Fresh, Chilled, Frozen"
